cpu,sys,inter,ctxsw,KBRead,Reads,KBWrit,Writes,KBIn,PktIn,KBOut,PktOut,data,Time
0,0,129,497,0,0,0,0,0,7,1,11,2022-04-30,22:58:07
0,0,138,521,0,0,24,3,0,7,1,11,2022-04-30,22:58:08
1,1,128,517,0,0,0,0,1,8,1,11,2022-04-30,22:58:09
1,0,132,506,0,0,0,0,0,7,1,11,2022-04-30,22:58:10
1,1,132,502,0,0,0,0,0,7,1,11,2022-04-30,22:58:11
1,0,133,486,0,0,0,0,1,8,1,11,2022-04-30,22:58:12
1,0,142,514,0,0,12,2,0,7,1,11,2022-04-30,22:58:13
1,1,136,515,0,0,0,0,0,7,1,11,2022-04-30,22:58:14
0,0,140,514,0,0,0,0,1,8,1,11,2022-04-30,22:58:15
0,0,136,518,0,0,0,0,0,7,1,11,2022-04-30,22:58:16
2,1,144,511,0,0,0,0,0,7,1,11,2022-04-30,22:58:17
0,0,137,528,0,0,12,2,1,8,1,11,2022-04-30,22:58:18
0,0,133,522,0,0,0,0,0,7,1,11,2022-04-30,22:58:19
1,0,138,514,0,0,0,0,0,7,1,11,2022-04-30,22:58:20
2,1,132,503,0,0,0,0,1,8,1,11,2022-04-30,22:58:21
1,0,131,513,0,0,0,0,0,7,2,11,2022-04-30,22:58:22
1,1,135,521,0,0,12,2,0,7,1,11,2022-04-30,22:58:23
1,0,137,516,0,0,0,0,1,8,1,11,2022-04-30,22:58:24
2,0,161,580,0,0,0,0,0,7,1,11,2022-04-30,22:58:25
1,0,140,520,0,0,0,0,0,7,1,11,2022-04-30,22:58:26
0,0,129,512,0,0,0,0,1,8,1,11,2022-04-30,22:58:27
1,0,124,518,0,0,12,2,0,5,1,10,2022-04-30,22:58:28
1,1,121,502,0,0,0,0,0,4,0,4,2022-04-30,22:58:29
1,0,128,488,0,0,0,0,1,8,1,11,2022-04-30,22:58:30
1,1,139,520,0,0,0,0,0,7,1,11,2022-04-30,22:58:31
2,1,135,515,0,0,0,0,0,7,1,11,2022-04-30,22:58:32
1,0,134,507,0,0,40,3,1,8,1,11,2022-04-30,22:58:33
1,1,130,505,0,0,0,0,0,7,1,11,2022-04-30,22:58:34
0,0,130,517,0,0,0,0,0,7,1,11,2022-04-30,22:58:35
2,1,130,512,0,0,0,0,1,8,1,11,2022-04-30,22:58:36
1,0,135,505,0,0,0,0,0,7,1,11,2022-04-30,22:58:37
1,1,141,521,0,0,40,5,0,7,1,11,2022-04-30,22:58:38
2,1,133,515,0,0,0,0,1,8,1,11,2022-04-30,22:58:39
0,0,131,499,0,0,0,0,0,7,1,11,2022-04-30,22:58:40
1,0,127,504,0,0,0,0,0,7,1,11,2022-04-30,22:58:41
0,0,131,515,0,0,0,0,1,8,1,11,2022-04-30,22:58:42
0,0,130,505,0,0,24,3,0,7,1,11,2022-04-30,22:58:43
1,1,141,531,0,0,0,0,0,7,2,11,2022-04-30,22:58:44
2,1,141,534,0,0,0,0,1,10,1,11,2022-04-30,22:58:45
0,0,137,511,0,0,0,0,0,7,1,11,2022-04-30,22:58:46
1,0,133,506,0,0,0,0,0,7,1,11,2022-04-30,22:58:47
1,1,137,521,0,0,0,0,1,8,1,11,2022-04-30,22:58:48
1,0,133,519,0,0,12,2,0,7,1,11,2022-04-30,22:58:49
