cpu,sys,inter,ctxsw,KBRead,Reads,KBWrit,Writes,KBIn,PktIn,KBOut,PktOut,data,Time
1,0,121,349,0,0,0,0,0,7,1,11,2022-04-30,22:59:26
1,1,114,345,0,0,0,0,1,8,2,11,2022-04-30,22:59:27
0,0,129,345,0,0,12,2,0,7,1,11,2022-04-30,22:59:28
1,0,113,333,0,0,0,0,0,7,1,11,2022-04-30,22:59:29
1,0,118,344,0,0,0,0,1,8,1,10,2022-04-30,22:59:30
1,1,94,318,0,0,0,0,0,2,0,4,2022-04-30,22:59:31
0,0,105,309,0,0,0,0,0,6,1,10,2022-04-30,22:59:32
1,0,123,347,0,0,12,2,1,8,1,12,2022-04-30,22:59:33
2,1,120,343,0,0,0,0,1,8,1,12,2022-04-30,22:59:34
1,0,119,326,0,0,28,1,0,7,1,11,2022-04-30,22:59:35
0,0,117,322,0,0,0,0,1,8,1,11,2022-04-30,22:59:36
1,0,110,317,0,0,0,0,0,7,1,11,2022-04-30,22:59:37
1,0,123,347,0,0,24,2,0,7,1,11,2022-04-30,22:59:38
1,1,114,335,0,0,0,0,1,8,1,11,2022-04-30,22:59:39
1,0,130,352,0,0,16,4,0,7,1,11,2022-04-30,22:59:40
